url_path,views_total,views_unique
/nbernardo/dlt-client,53,7
/nbernardo/dlt-client/pulls,36,2
/nbernardo/dlt-client/pulse,28,2
/nbernardo/dlt-client/graphs/traffic,21,1
/nbernardo/dlt-client/issues,13,3
/nbernardo/dlt-client/tree/feature/sql-destinations-query-support,13,1
/nbernardo/dlt-client/graphs/contributors,11,2
/nbernardo/dlt-client/pull/76,11,2
/nbernardo/dlt-client/branches,11,1
/nbernardo/dlt-client/pull/70,9,2
