url_path,views_total,views_unique
/nbernardo/dlt-client,57,4
/nbernardo/dlt-client/graphs/traffic,38,1
/nbernardo/dlt-client/pulls,23,3
/nbernardo/dlt-client/pull/48,22,2
/nbernardo/dlt-client/pulse,20,2
/nbernardo/dlt-client/pull/52,14,2
/nbernardo/dlt-client/pull/48/changes,6,1
/nbernardo/dlt-client/branches,5,3
/nbernardo/dlt-client/tree/main/ui/app,5,1
/nbernardo/dlt-client/activity,4,2
