url_path,views_total,views_unique
/nbernardo/dlt-client,70,6
/nbernardo/dlt-client/pulls,35,3
/nbernardo/dlt-client/pulse,30,2
/nbernardo/dlt-client/graphs/traffic,23,1
/nbernardo/dlt-client/tree/feature/sql-destinations-query-support,23,1
/nbernardo/dlt-client/pull/70,19,2
/nbernardo/dlt-client/issues,16,3
/nbernardo/dlt-client/branches,15,2
/nbernardo/dlt-client/pull/76,11,2
/nbernardo/dlt-client/graphs/contributors,10,1
