url_path,views_total,views_unique
/nbernardo/dlt-client,59,6
/nbernardo/dlt-client/pulls,30,3
/nbernardo/dlt-client/pulse,28,2
/nbernardo/dlt-client/graphs/traffic,22,1
/nbernardo/dlt-client/tree/feature/sql-destinations-query-support,21,1
/nbernardo/dlt-client/pull/70,19,2
/nbernardo/dlt-client/issues,15,3
/nbernardo/dlt-client/branches,12,1
/nbernardo/dlt-client/pull/76,11,2
/nbernardo/dlt-client/graphs/contributors,10,1
